business_id,lattitude,longitude
22UfD-4PEOgXTr6sev5McQ,-89.3524764,43.2072666
O_Pu4mKGOqQVlmH07Zbnhg,-89.3387925625,43.1934048235
HGzdDbukK8RJEc623kLz5Q,-89.344187,43.19553
jpxlSFhdrtbNyxS6vB036A,-89.343511,43.196191
YypLpwWA75Y9aWPCJwTv8g,-89.526072,43.074466
j1ezGpPI4vmqBLwyyLIsNA,-89.3484538794,43.0934121496
0ilWo2kWlmP_Nv-P2rcNOA,-89.3439745,43.1035763
5FlmcwCLqFveKQ-GVeolig,-89.3066659,43.1193998
oX6KamASYXnMIe5kpVhezw,-89.3083769,43.120575
TEmZrRoun4ws7GMAbMpQUw,-89.294337,43.1292399
pcRVuHC1RXOkLQJ_haePGQ,-89.3079672,43.1206625
OYZOzzipfXdWrYe1A2zeKw,-89.3607378,43.1294885
NxxplxNZnrNEYXHTgv9h8g,-89.3241248,43.0786878
S4TWo9X6b3gU6uucj4JN3g,-89.314621,43.120577
xZwaUcrFMSY1O9dK2dAUpA,-89.3636251241,43.0944782495
89O2bCyo92IpEEvgFXqOMw,-89.323053,43.11731
qQvpS262VPEHKZvM6j5uhQ,-89.3247222,43.1233605
XWDk-pLSbVE2Vvv9Z-zusQ,-89.347232,43.101439
NP5ip6oP6O57wjnnEy0P2w,-89.3589989,43.1140154
T9l9Z3FKMSCIYvsP2g4efw,-89.3475758,43.100181
fBSd-fl9-9LkitwrFRcBng,-89.2999325,43.1247375
1hBOR97oX5Xph3J8Tdob7w,-89.5296526,43.0904234
ybkWtM1ZnT2ewuquj3A9KQ,-89.3609713,43.12967
MHPJoUzvIT4aTKOG2elw3Q,-89.3043428,43.1280302
zAsxPh3h9xMQnSDGl41kSg,-89.3504214,43.0931063
f5ntGOT9_0pCdeUaUVi9cg,-89.3520712,43.092724
0FdNeZAx-afgg8HV9oyqSw,-89.363672,43.0947001
YSXuWnwzfC7EN2ZMB_A2Ng,-89.305024,43.127374
Wk8sSxmxDdj_n4WJJRRLwQ,-89.303076,43.132764
7DG41ejpSiTI-qDyBYFxwQ,-89.3632832,43.1077661
jo-BEjs7UYovOAupDAN_yw,-89.3632614,43.129412
lNE3gOMb724YPlZAA8WlXQ,-89.3141696,43.1234137
cpGv6ES2hzPCtCUQgipwXw,-89.3644666672,43.0984345318
V5S43vHLhHxKCb06Jwa3vw,-89.3342888,43.1101326
wPidHd5FxspPRgVqdEQ-Xw,-89.3257337,43.1146494
90wO0kSfCg6fETC4EY3aIg,-89.330714,43.123477
Z93nRPr4suUxo63pJR9dkw,-89.354953,43.092875
yYIEKwgQUHJpySOcVdCAkg,-89.299369,43.136087
pSiRWeCqs7a1xvS9ycLoTQ,-89.2911086,43.1065745
oepqORGAqs3etUD9wwr1uQ,-89.349247,43.100308
QF14BFUVHRODxGNVflgm3A,-89.2941061,43.1294409
5TQQy_x_ArR3_5L5L0fFVQ,-89.358775,43.10565
11yg-JMNCFowyIjJarzuDQ,-89.300914,43.132307
R6ojvMJvskHGBbtednMQ1g,-89.3599555,43.0919183
q83uB6EGF6y2MuR-7VZPRg,-89.3718005,43.1340507
-52nir13iFnSMdBew674HA,-89.295901,43.13219
bYdniNQEdYolz0onDWj0CA,-89.292987,43.128685
oudTF4EN_C8thENGiTQf-w,-89.3087635,43.1266792
ZjwZIQM4TfFO7T7ck7FtYQ,-89.349625,43.112943
fMubmh1kiGwtxAUZ-mc3wA,-89.327917,43.121827
MVFeOZVt641WBvdsRmnhPg,-89.357979,43.104434
JFxTRyDQ-JhyMnDBVFzHLw,-89.3553552032,43.0917081982
9vgu6o1CwP5NakVkb29z0g,-89.3043221,43.1280801
QMWdcByvCYCrs7-IQyr26w,-89.3473189,43.0936783
hUS4D74YDHobcggC4-YMqw,-89.3633619,43.1207377
qTzXFsBjMmOQHeRrWnJYLg,-89.309778,43.1247324
CRKM5F4MHGHvEGgI3LXy8A,-89.304342,43.1280827
MFANntSgzNkjStqgB2xtHw,-89.3123191,43.1226306
JdCFcgw4yk4M1ZRhAhBIag,-89.303977,43.130005
wls7FRMgIn8VlK1ji5Ms5g,-89.3471777,43.1113976
311yXufoXR2dFngMHS9MFg,-89.3420412,43.1042988
QB64-PgfEUzbrOL50bJ0Bw,-89.3177873,43.1216992
i9JeI7bd1qXGi15FoD45GA,-89.299579,43.132119
DPViYrvLCByFRQBl90TLsg,-89.3615364,43.1298818
rgyvl8tNVAony634_9vFdQ,-89.342924,43.10379
sqWMSOlxpGniLqMzXmfBZQ,-89.322367,43.117569
Jz-F6OLH8MO1arbHoI6Jug,-89.36162,43.095358
v5a-Mj4eO1E--HmgwEWo7A,-89.307157,43.128034
01gRLh9-kr_ZYABrGwNxpg,-89.354395,43.092592
HTplzElel_F_U_qhWuDKdg,-89.35019,43.103498
O5lo-GKCG3cX8X4bh_DR_A,-89.314783,43.122528
izF6o43M1eWpivukmRQpRg,-89.3257766,43.116509
0oQFFOdPZycIBmGkoBrlbg,-89.3097876185,43.1253992406
Hh5lyZtOrS5LKk4YCgj8Kw,-89.3093171,43.1276473
GoqN6AJD5_mZGcXHjjCxkg,-89.363751,43.1131238
QdSGdvZATzejDkSs435Rdw,-89.2873539,43.107341
a933ecROIB44zhzos11YTg,-89.322682,43.1184983
iGMkJINjPT0izqEZCFuC3A,-89.3089582,43.1208396
k9KL0ClKt37VZ2E6eXs32Q,-89.3111011,43.1212863
1YEuqVtVMHdpavzoGcUUug,-89.3062815,43.1296507
jd7yAsF-T4OlI4ejkJYJrQ,-89.300942,43.134632
MLD-FXAHLbdiHOcyeoW-Fg,-89.351502,43.0903644
bAew9nt-tw8YGjjD64gVWQ,-89.293855,43.126909
7uoxZ35biPZfl8m5w2_XRA,-89.3484122,43.1005986
uzJ2Vefb951El2oneQI8NQ,-89.3537541,43.0923931
smHuQzYNOkN2CHDjLG8KBA,-89.3328481,43.0997313
JPFzpR5PvZWqHXQMIZFk2w,-89.309042,43.122992
fjaQ3Ixkofh8xGhklUtDnA,-89.3518969,43.09242
WxfedycTcbQO_GuXHo9Ypw,-89.3704364,43.1338307
FrT0OQFkUZBtfoW3V1Wpfw,-89.3072797,43.1522035
HYFwjbK7HbvzENF44ACfdA,-89.3004341,43.1370706
J2AiPQnKWBxBwc4MMkbH8w,-89.3553421,43.1234303
MQtzOBwYXrTjqkWLLKInew,-89.3564747,43.0913533
YlznKuAxnd7j3QfXFzoIog,-89.3546501,43.0925267
TLjnOhDnazyPJmI8LqU5-g,-89.3473984,43.0945062
IoPdC59QwkWYm31xPkwcPw,-89.295378,43.127507
Ryq600aoE3h8_qRQGIed9A,-89.345949,43.102942
jqOPL979k-t_Vc049CnAjg,-89.2906599,43.1065701
sUxPe5A2NvEHs12UokMyBQ,-89.290819,43.111316
BdO3fRKops_wgmUPYyLGDw,-89.3415429,43.0939659
XTGb5b3LBuhWHhJS1xPnQQ,-89.36302,43.1070939
2fPABODueZ0RSOFln5Yl5A,-89.296004,43.128775
biPufUGJXOeWLDz_hteueg,-89.292642,43.127195
rut_67Vzg88Ge8p4flQKjQ,-89.3615283,43.1298788
UV9c6A16IXXA7JmkTor8Tg,-89.3475357,43.0937266
nE51k932dNFc-gClgPguVw,-89.3546823,43.0922016
4N7dN61pyPfcxmKgXWQPfw,-89.3635207,43.1284967
Q3GGB4ZMajP-Qmtdr1cVZw,-89.3353222,43.0927289
xMyTUliefguc3bfetGebJg,-89.360787,43.092236
jqo3Ljexof9sA8PhSTwEjA,-89.3124158,43.1222472
68JsiWNLKs8NDCrBCxIWMA,-89.363442,43.111265
PhdMPqSdLZi6IV8SdnpUAQ,-89.309419,43.126269
eC4iEcRR3p5NLq9Zf80ZGg,-89.3115905,43.1264618
uQ1YuSiDgHwVwdFVW-nLqA,-89.321196,43.1182779
qt3WwxMYShshHX7UsyTK-g,-89.3063704,43.1299173
-4PHmmCt_RmAfaE3sDKW_g,-89.3514303,43.0928896
jMXL4JB6GoSeOINOtZdFew,-89.3090879,43.1253862
AyAJs-XGv2_Cn_LPH1DWyg,-89.3258828,43.1401969
JJFoeKZXgi2_LeECDMkkoQ,-89.3601219153,43.0928709124
LkFYWBEdmHE05UkfIkK4EA,-89.353685,43.0944209
KHOHjA8HOcTlFBCtMQFv8A,-89.3493112,43.0931332
5tW2BXvINlk5MmiKelcByQ,-89.351978,43.1067119
ykxf0XiJt-d76dBwfO_yew,-89.2987432,43.1314601
3m64jZztOV8UnKf0RBGUQA,-89.3550575,43.1267381
pSYCSXgabSKKJrIEJG-FLQ,-89.3519395,43.0962483
Yn89vJYXcdprx9U_w1qmMw,-89.306217,43.1280077
vP7-03_-_NoNfwfeYADDPA,-89.3342888,43.1101326
HLWtNcf3l-wKb6v9duteMQ,-89.355581,43.123698
XIZ259hZ6Yww3C0o97MgUQ,-89.30111,43.127149
XlXdO2zgB5DsJygapc2Ksw,-89.3632557,43.1071764
pFdDhXs8-a07NwX4L506BQ,-89.34054,43.093846
Pa_brCvUaiUPPvm3tJQwgw,-89.3284689,43.1146547
j515klfbCAEF3KPiKvHz9g,-89.3258863,43.140174
bYEwuO-Z14enA88RKyMHbw,-89.3487622,43.1007137
jm3K37BEkL8-a_aytbCXvA,-89.3259721,43.1205068
S2x-rEziU3ONR9zO_vpPxA,-89.3014893,43.131078
yCbzzYKkPe1kfeMDdGq03Q,-89.3458084,43.1364687
Pn4xv1BGBmtpVBmUcIsrpQ,-89.4065728,43.0710426
tgGaaLuFPbeiwPZcAKFxGA,-89.308035,43.086441
MONajnUQ5-IRtv8PSPn_yA,-89.3070715,43.084991
UWyW-lyljb_SrCnSEuugUQ,-89.3149176,43.0960668
gzZsvqloSosWREQMHCm75Q,-89.3098062,43.0862454
Jb5SB2OXbRW0e7ErGlMK-Q,-89.325334,43.0851535
IGSFz916np_GyQvlagAnlg,-89.30834,43.09011
acnZqXktCu7_x2c4i3tMsw,-89.3251036,43.0846478
IfC3d5YvkdaQ6ZHSpojMyw,-89.3272084,43.0862623
CgUFVo2ANTRujxYOiY_dmg,-89.31183,43.098863
IlE4UouTsBEGiJ_bNrb5ug,-89.3378034,43.0999599
zHdt_KW2QqgJJ9bLmtShdQ,-89.323239,43.116522
hmYAW7mhIz_o8ArencdkDw,-89.325383,43.0454342
CLvpX-lYjnz6FvtmMRkYew,-89.310607,43.067366
BUOWRkEr9Au2BVW2QmW2bA,-89.3259828,43.0594972
pA8LTxI1D44aKb3w-l6apA,-89.3222129,43.0525267
pHBQ-dQRwN3z7Rq7iSog-A,-89.299749,43.084614
BB4Oz3qBqihEvgZAoaTeIA,-89.322187,43.083988
Py2Jmwm7QXZRCVJ5hnPXgw,-89.3255237,43.0546552
JD04BlA142xkYsPTErQOrg,-89.3095145,43.0684849
X-faLNeej7Q83o57uGTTKg,-89.3262278,43.0626817
QwUHifLjoc5hoxa74jpwGQ,-89.3022244,43.0842813
brkJrGv2Eaj9NTl9g2RMgA,-89.3261015,43.0702323
vTxI_H5Av6J-a4nnKpodrA,-89.310619,43.06529
spiYqne1kXzYQxDTZfKt2g,-89.325618,43.050444
ZgtTB4n62l6E9QzFFAX9vw,-89.310603,43.068024
U_m1zmeKhRkqOLxHFBXdEg,-89.32615,43.055932
SqdO4jenDHNwHeSKmULPrA,-89.311964,43.049484
zUR94L72x2yUit8mGC2tgA,-89.3245895,43.0473997
ImBOmnSOb1ajWskhQyaa4Q,-89.2992105,43.0482892
JU1ITL_GIF3wmkIdCO_Ztg,-89.3259917,43.076229
OS1AyePB5nFUqM2WFgXVEQ,-89.3261203,43.0671913
UyEbMXjDTNGks_k12fGNdg,-89.307305,43.073723
xod-YOn69KMhUHBkd6boOQ,-89.333121,43.071229
Hld3cjWyfPpW5hDcgXfNQA,-89.326138,43.0567319
psze2Qlw2_dEsFpDj0N08w,-89.299815,43.085228
OxR3b_qcMJlzwzGPU5fmdA,-89.4527987522,43.0741353918
8AGIIxZ-BBHbEGsgmhOOwA,-89.305583,43.047206
cRqZ_w9ImfYYIXTHpJMv0Q,-89.326148,43.056329
tE8MQ9I7E2_Xvm4AvykXrw,-89.211447,43.182386
229b4Pen_-XsyZ3Y2ktxGA,-89.3027572,43.0843652
WfeA7PurZdBOPXcGB27vEA,-89.3261261,43.0576413
kOXJrbuB1a1Na6sf_WQnDg,-89.325947,43.048755
I8Bx7iuHWz6d2TQDfKfjqA,-89.3255234,43.0547023
ki33_SvM4kPjgA44Re8-zQ,-89.326717,43.056621
LWmlH8MwUnwMWN5Ma8utnQ,-89.32607,43.057298
cCStad4wX3ADPbz5AHCn9g,-89.3160033,43.0841604
qctWDQ4cQ4w7Y2TCCILTmQ,-89.324228,43.0792472
OejdaKwkMAHvNe5mL2-emg,-89.3097062,43.0713705
xou2z56CFTWYoA99s4DpTg,-89.3246,43.0477
QfCHvy6v39xPH7CvCASlFg,-89.321822,43.0834895
qodyGnpmj1zEfi7nJ534BA,-89.32527,43.0569909
p96EgQMm-31P1FecUtE8TA,-89.3157756,43.0738513
kZiRL1dkGowCcL7nM86OYg,-89.3173047,43.048463
unXHmjewHGeWQwJr74Sy9g,-89.3010563,43.0844719
JD1uVun5FEF_Ih2PnHCbuA,-89.31379,43.084321
X2dc1qToP9rgduDzuNG-qw,-89.3265371,43.0623615
l-N4ywQ0eOY1QTQgLgCp_A,-89.322571,43.046379
d4JotJ_TGNCm9y-TB4e86Q,-89.3214992,43.0837606
R6TxOULUEMSq1-7P0w6kTA,-89.3086017,43.0627242
4pZeC9W0EIiBTOJMnwG2vw,-89.3241561,43.046591
6Y_Y3Nzzf9FsjyXtjIll7w,-89.3252414,43.0536435
GqJI2nG2cfjCnxEBksIbrg,-89.322827,43.048436
2aai1pIfThxDTTD_WwXHeA,-89.3260975,43.0605902
QIwnZALGRNSR2HvOzjyDlw,-89.3236269,43.0840113
jGU7WGOM2qUHofLKZAFAIg,-89.3245475,43.0472186
FiP9q_YD5vgxu_Sflo5oZw,-89.3075439,43.083712
x9pglBo0UYkfje8ugC1OsQ,-89.323684,43.084473
0YGTibmwR_D-L5XJxUtmhA,-89.3247243,43.0485087
FIR1SRvSAMNTO3VvNaJn2g,-89.302571,43.043925
rCETkP0iCUBZGcdDGeK7-g,-89.257757,43.050408
yg-a8RuKe-_uiPyrwmGogA,-89.278786,43.051556
IvOeqnZZrGKjUxj6fW2P7Q,-89.2931516,43.0651017
yk3vlzcgo0OJpm0JFSLcoA,-89.2890133,43.138687
MBLOaMM3g4TrLNpHUA5EtQ,-89.2880337,43.1397148
zzhSCOVTZ7MUKOAfwT-Bsw,-89.305924,43.066057
yrBo3c3OTKVO4H1ttBxadw,-89.2854101,43.1416538
pACm1yLb9Pwc1mOuvC3UDw,-89.292203,43.137259
-J-kQpDGIkX_1XHfi0HG2g,-89.2841744,43.1424389
R825-NTAI2wG2C4mN-dtNA,-89.290761,43.135442
0wFlxz_fv9jqb73o0jl0TA,-89.2892789,43.1366889
zjvhOPocFPsImtJMWV55WA,-89.2897106,43.0405881
CNvF4BsuFEfC-0Ol4cAD3w,-89.291295,43.132444
DdaBJ-NJrvXSjfNRhbA71Q,-89.292592,43.042825
r5S_wYdu1vKRW1k-7_yOIA,-89.4236837,43.0678034
Vz_4tkOoNohtVYyfS4RKhg,-89.4235293,43.0680663
Td4s3goUw5bES5JGxQcIbw,-89.4233908,43.0680649
kudu7t-QHJJa0aC0ojpm8w,-89.42778,43.072493
x7nnNkAXy9aI4KBz6RMerw,-89.4240867,43.0725147
Xia0Lo492MDWbCd48scnYA,-89.424785,43.072769
x5Mv61CnZLohZWxfCVCPTQ,-112.0734183,33.4795416
2ZnCITVa0abGce4gZ6RhIw,-112.074315,33.468988
EmzaQR5hQlF0WIl24NxAZA,-112.0717019,33.4483992
SiwN7f0N4bs4ZtPc4yPgiA,-112.074225,33.456068
M-MFa0YErVBbFW2IJhGJmw,-112.0658058,33.4767839
KPoTixdjoJxSqRSEApSAGg,-112.073523642,33.4779339657
OtDcALEX6-LfEOQE0QgHYw,-111.97048,33.319011
werWnE_3k8GYVaMuUcWw4g,-112.074821472,33.4702415466
1acmBPmmFDovVSHHzMrJ9A,-112.06982,33.47081
cBH0kCvvUjQ9DBaAMUDSMw,-112.074558593,33.4492572677
fpL1qcZ6qbWzC79WU0E-Ug,-112.074326,33.46084
7Z7IkR_-94AjUuDw0fbI7g,-112.0674695,33.4657106
e5kc0CQ4R-PCCDgb274gSg,-112.0691194,33.4526031
gBcpDl0quCLABsg5OuSFww,-112.0656645,33.4495394
icFE83PXkjKBma3azYqanw,-112.0737871,33.4424729
M2tiVOrtmsfi89C5WXtYjg,-112.073486,33.473742
72N6TdH5MdUWE2YhYRbyxw,-112.074248,33.47626
545sP7uSdCcKDZ-reeVOgQ,-112.0699472,33.4506843
SG_gEmEXL4ID6RAEinC5Bg,-112.072935,33.473182
RA2EuX04SHqmayKpLhpNvA,-112.070585498,33.4507074659
Z9GH9bo8SHKx3oOokhHLyw,-112.0693818,33.4641421
neGAQFkBNI8-rpPBLBzNkw,-112.06909,33.46544
45puCRQ6Vh_IIAy7kkfFDQ,-112.0712574,33.4484654
YLyEGXEgh1qh8y4kWEsddw,-112.0738185,33.4501973
yR3U7jOgoD0V0sGovuyt0Q,-112.0772,33.449188
nc3IiY5LNdmEwUZCW84yuA,-112.0693177,33.4527955
9zjSYbbWV5WHt-Jl7vE1Vw,-112.0693177,33.4527955
_yfprBETaYgySkKyl8ZWMQ,-112.074195862,33.4506111145
Og03_vbBCVAFNHXgdflRLw,-112.0709471,33.4469961
rrXhjI4YXmWO8GbmX8oGqQ,-112.0686931,33.4581466
P7wKlbSRsoRrfH3DFOY08A,-112.0740016,33.4756064
BESmH-lmMm34_EefL8X9fQ,-112.073929,33.429424
X9ih9Iotd-VEZ8tTYfoarw,-112.0716732,33.4658193
D09yG6Z3gcsh24Qn7Y4gYA,-112.0657286,33.4657117
kaIue7GRCmkPzDeHDBTttQ,-112.073569,33.4640982988
eSWEZVcsKBb3JDe3EfUR9w,-112.0739138,33.4564905
j8nyAaN_w5t6wYv-ni23sg,-112.070061,33.443864
5XIvwfbIa-vuFEkkeCQ6kQ,-112.0703479,33.4450348
xfXGTr2gLqucMDu6fVymTw,-112.072092,33.47066
VsO_rhXi5lgbaGxNwoEZsQ,-112.0686108,33.4577071
Y293fHh5SZ0_9BZm4M6BCg,-112.0722653,33.4492272
IceZ4BtTz76eppjNWm-c6A,-112.086757,33.4549264
QsvRjgQacMMFf8dit7qqDw,-112.0736473,33.4392182
PFO7RF1xz4ZBuaq46KsLpA,-112.0739372,33.4739709
6HYAWv1hVAt-lQ6RPtjldw,-112.069182,33.452718
CgHAyABNgzVYOv0-IjZ7yA,-112.073907,33.4575774
LXhL5X3edNRy7epku6UAEw,-112.0706,33.44742
m0lYHy3TdSXc7FvOSf6ihA,-112.074127,33.448333
-lOSaCuBRAvX5JBifx-EMw,-112.0693177,33.4527955
XI-_Y2XRw03mozGx0Z90Gw,-112.0740069,33.4492227
qsWxbgQwuomXvMseg23DGg,-112.0691194,33.4526031
DlCtdbceo4YNSI53cCL2lg,-112.074153,33.46425
kR5i58Pcse1FD9tk-yYLlA,-112.066333,33.450875
2I666dqzs1XB6xigIKa9bA,-112.074802052,33.448424817
yExYqENb4F6qH6kJxTOaSQ,-112.069320679,33.4456825256
DaTYEiYkO-ioG9ZyJrCxpQ,-112.0657286,33.4657117
pd13qgNj1y40zVj4xkfQJA,-112.074821,33.470242
Li5LOL873Ep8HoPRML18sw,-112.0712152,33.465729
9BH18avE46LlHMvJn67MaA,-112.0740511,33.4499524
trAvQPp7gps0Btk-2AmLpw,-112.081565,33.465499
Pxbs4p0gzg_NS8yrrz2rCA,-112.0693184,33.4657177
dgOqz4wODimYiQJcE8Uvdg,-112.07066,33.4554479
s6zzKc7UvwDRxn-BFlhiTg,-112.0693177,33.4527955
4WcxnNv_lzCIG2eb8O5Mlg,-112.073577,33.44455
hbzuaYz09idmEO7batzt1w,-112.0736819,33.4691649
424HyHMwienlGfTp9Bj9BA,-112.0739967,33.4581539
tK91rSBc8SWa3XEQwe8D4A,-112.0740238,33.4558893
lW8-lFQ-mwG-Wl6iUKoT6g,-112.0772,33.449188
gkv2XvXpFgiq4Bb2XK7YmQ,-112.071075886,33.4468850573
If2DUhmWIvlu2JFc_rR-Bw,-112.074127,33.448333
xH5axHFadmc7Veutt376TA,-112.0654701,33.4655868
2bZk38_vJCkAVI0f2TeqZQ,-112.0677048,33.4586534
F6BedoYgbAQHqwKX9F0zDQ,-112.0702972,33.449682
Vvh2Hd4SsZjEEfKLNKAEWw,-112.0738063,33.4793076
sInUSy63Oh455uWs9p9OqQ,-112.074398,33.477111
x8WoC_7WHzXNmt6J13Nbvw,-112.072914,33.477594
